Date(MM/DD/YYYY),Hour,Solar Radiance(w/m^2),Temperature(C),Solar Power(kW)
1/24/2016,18,-2.2388,14.7178,0
1/24/2016,19,-1.8981,14.4622,0
1/24/2016,20,-2.5595,13.9048,0
1/24/2016,21,-2.4596,13.6023,0
1/24/2016,22,-2.43,12.8143,0
1/24/2016,23,-2.1381,11.5382,0
1/25/2016,0,-2.3057,11.1925,0
1/25/2016,1,-2.0553,10.8257,0
1/25/2016,2,-2.1328,10.2568,0
1/25/2016,3,-2.8817,9.1442,0
1/25/2016,4,-2.7506,8.401,0
1/25/2016,5,-2.535,8.1604,0
1/25/2016,6,-2.9637,7.018,0
1/25/2016,7,-0.1378,7.9864,0
1/25/2016,8,108.1786,8.2603,29.30824664
1/25/2016,9,296.7748,9.7325,79.85746157
1/25/2016,10,459.929,11.0543,122.9997898
1/25/2016,11,568.6254,11.9427,151.4372405
1/25/2016,12,621.3832,13.0715,164.6110119
1/25/2016,13,614.3349,13.5477,162.3781595
1/25/2016,14,532.463,13.919,140.4910281
1/25/2016,15,382.7967,14.4398,100.7521871
1/25/2016,16,232.9397,14.6812,61.23949772
1/25/2016,17,64.515,14.0303,17.01338774
1/25/2016,18,-1.9533,13.3037,0
1/25/2016,19,-2.8077,12.6875,0
1/25/2016,20,-2.9233,12.121,0
1/25/2016,21,-3.1068,11.3653,0
1/25/2016,22,-2.6607,10.433,0
1/25/2016,23,-2.9895,9.9397,0
1/26/2016,0,-2.7592,9.2578,0
1/26/2016,1,-2.5648,9.097,0
1/26/2016,2,-2.3759,8.635,0
1/26/2016,3,-2.439,8.1126,0
1/26/2016,4,-2.4569,7.9247,0
1/26/2016,5,-2.4298,7.8713,0
1/26/2016,6,-2.4618,7.6456,0
1/26/2016,7,0.2867,7.0321,0.078114246
1/26/2016,8,114.7898,7.2721,31.24117762
1/26/2016,9,309.9527,7.8409,84.13631172
1/26/2016,10,475.8928,9.3625,128.2754171
1/26/2016,11,582.2051,10.376,156.1939842
1/26/2016,12,634.9921,11.5287,169.4407363
1/26/2016,13,627.2751,12.3937,166.7032976
1/26/2016,14,555.8409,13.6125,146.8722728
1/26/2016,15,427.2205,14.3522,112.491323
1/26/2016,16,251.5662,14.5812,66.16782241
1/26/2016,17,60.3117,14.68,15.85594593
1/26/2016,18,-3.8326,13.6215,0
1/26/2016,19,-3.4764,13.0702,0
1/26/2016,20,-3.6923,11.7912,0
1/26/2016,21,-2.7837,10.3358,0
1/26/2016,22,-3.2283,9.4073,0
1/26/2016,23,-3.0558,8.7353,0
1/27/2016,0,-2.9401,9.0233,0
1/27/2016,1,-2.8182,8.0641,0
1/27/2016,2,-2.7912,6.973,0
1/27/2016,3,-2.861,6.3164,0
1/27/2016,4,-2.4307,5.9439,0
1/27/2016,5,-2.5649,6.1819,0
1/27/2016,6,-2.6094,4.7864,0
1/27/2016,7,3.0197,4.9101,0.830756839
1/27/2016,8,116.2888,5.9435,31.8422719
1/27/2016,9,298.2432,8.4313,80.73767763
1/27/2016,10,456.0725,10.1098,122.5068884
1/27/2016,11,578.5989,11.8107,154.1888681
1/27/2016,12,629.301,12.5835,167.0923948
1/27/2016,13,616.7474,13.77,162.8444416
1/27/2016,14,544.131,14.6585,143.0666634
1/27/2016,15,410.4996,15.6453,107.4250258
1/27/2016,16,207.301,15.53,54.27917559
1/27/2016,17,51.4888,15.1242,13.50781636
1/27/2016,18,-3.7437,13.7425,0
1/27/2016,19,-3.485,13.1635,0
1/27/2016,20,-3.0669,12.6145,0
1/27/2016,21,-3.2512,11.5198,0
1/27/2016,22,-2.4046,10.2977,0
1/27/2016,23,-3.0262,9.3662,0
1/28/2016,0,-2.8646,8.793,0
1/28/2016,1,-2.5206,7.9507,0
1/28/2016,2,-2.116,7.5829,0
1/28/2016,3,-1.911,6.9438,0
1/28/2016,4,-1.1865,6.8995,0
1/28/2016,5,-1.2741,7.1451,0
1/28/2016,6,-2.6699,6.7669,0
1/28/2016,7,1.5234,6.2725,0.416511842
1/28/2016,8,110.8625,6.4649,30.2841844
1/28/2016,9,299.0255,8.6068,80.88385603
1/28/2016,10,459.2726,11.414,122.6177469
1/28/2016,11,562.588,12.9997,149.086031
1/28/2016,12,620.2028,14.6485,163.0757366
1/28/2016,13,614.9046,15.7427,160.8415954
1/28/2016,14,544.8808,16.6887,141.8810347
1/28/2016,15,420.0769,17.0657,109.1854952
1/28/2016,16,246.1086,17.2205,63.92040232
1/28/2016,17,58.8508,16.8845,15.30970458
1/28/2016,18,-3.4934,15.634,0
1/28/2016,19,-3.2596,14.749,0
1/28/2016,20,-2.8988,14.0692,0
1/28/2016,21,-2.883,12.9575,0
1/28/2016,22,-2.5481,11.7177,0
1/28/2016,23,-2.0298,11.0397,0
1/29/2016,0,-1.9747,10.331,0
1/29/2016,1,-1.5865,9.725,0
1/29/2016,2,-1.6158,10.0065,0
1/29/2016,3,-1.1332,9.9705,0
1/29/2016,4,-2.1633,9.0955,0
1/29/2016,5,-2.3525,8.544,0
1/29/2016,6,-1.8386,8.6744,0
1/29/2016,7,2.1797,8.0028,0.591235996
1/29/2016,8,60.4739,8.7932,16.3435855
1/29/2016,9,99.1927,9.7172,26.69310274
1/29/2016,10,431.3952,11.4282,115.1673117
1/29/2016,11,565.283,13.9033,149.1617198
1/29/2016,12,601.9063,14.9912,158.0070247
1/29/2016,13,493.3256,15.9098,128.9369355
1/29/2016,14,529.9455,17.1015,137.7185932
1/29/2016,15,303.9402,17.553,78.81435334
1/29/2016,16,116.6942,17.4252,30.27846903
1/29/2016,17,36.316,16.9207,9.445759824
1/29/2016,18,-2.5771,16.0365,0
1/29/2016,19,-3.0616,15.3937,0
1/29/2016,20,-2.9728,14.618,0
1/29/2016,21,-1.7286,13.8515,0
1/29/2016,22,-2.0744,13.0462,0
1/29/2016,23,-1.7592,12.412,0
1/30/2016,0,-2.1193,12.4107,0
1/30/2016,1,-1.8028,12.0035,0
1/30/2016,2,-1.7669,11.5148,0
1/30/2016,3,-2.627,11.0333,0
1/30/2016,4,-2.6207,9.758,0
1/30/2016,5,-2.2001,8.8658,0
1/30/2016,6,-2.026,8.382,0
1/30/2016,7,2.2023,8.4207,0.596215741
1/30/2016,8,90.6867,9.447,24.43473781
1/30/2016,9,301.4479,11.4493,80.46801257
1/30/2016,10,259.4445,12.6315,68.87229912
1/30/2016,11,568.0145,14.2362,149.6461181
1/30/2016,12,629.5274,15.787,164.6316449
1/30/2016,13,564.4813,18.6382,145.6092214
1/30/2016,14,532.8808,20.1705,136.4371348
1/30/2016,15,418.5529,22.5842,105.9021501
1/30/2016,16,174.3716,22.8398,44.06374691
1/30/2016,17,32.251,22.5738,8.16055922
1/30/2016,18,-1.5448,21.6897,0
1/30/2016,19,-2.3926,20.7172,0
1/30/2016,20,-2.2895,19.6077,0
1/30/2016,21,-1.6622,15.9565,0
1/30/2016,22,-2.0766,14.3955,0
1/30/2016,23,-2.29,12.9393,0
1/31/2016,0,-1.5595,12.4985,0
1/31/2016,1,-1.8581,11.7382,0
1/31/2016,2,-1.4318,11.369,0
1/31/2016,3,-1.3377,11.1552,0
1/31/2016,4,-1.1873,11.0582,0
1/31/2016,5,-1.2896,10.484,0
1/31/2016,6,-1.5639,10.1393,0
1/31/2016,7,1.9373,9.7697,0.521207075
1/31/2016,8,72.2802,10.1257,19.41394672
1/31/2016,9,254.7186,11.129,68.09615213
1/31/2016,10,513.6572,12.5453,136.4111079
1/31/2016,11,505.4219,14.8477,132.7694684
1/31/2016,12,196.3735,15.4897,51.42783862
1/31/2016,13,146.8551,15.3643,38.48258961
1/31/2016,14,108.7949,15.9037,28.43576381
1/31/2016,15,40.5001,15.2015,10.62107529
1/31/2016,16,82.0371,13.5,21.68855831
1/31/2016,17,37.6493,15.8893,9.841089347
1/31/2016,18,0.0428,15.0685,0.011231335
1/31/2016,19,0.4344,11.2815,0.116049146
1/31/2016,20,-0.3096,10.118,0
1/31/2016,21,-1.0386,10.0557,0
1/31/2016,22,-1.6661,8.0987,0
1/31/2016,23,-1.7422,7.1566,0
2/1/2016,0,-1.2201,6.5258,0
2/1/2016,1,-0.5908,6.7686,0
2/1/2016,2,-0.8023,6.2832,0
2/1/2016,3,0.1162,4.5796,0.032016063
2/1/2016,4,-0.0913,4.0921,0
2/1/2016,5,-0.3234,3.8126,0
2/1/2016,6,-0.1801,4.9569,0
2/1/2016,7,3.8957,5.3645,1.069542522
2/1/2016,8,48.9888,5.275,13.4550801
2/1/2016,9,160.9853,5.6359,44.14299431
2/1/2016,10,546.7593,6.6003,149.2650839
2/1/2016,11,653.132,7.0555,177.933159
2/1/2016,12,616.2863,7.0719,167.882628
2/1/2016,13,498.4208,7.1809,135.7069626
2/1/2016,14,589.988,7.6567,160.2874236
2/1/2016,15,376.6535,7.9271,102.2015844
2/1/2016,16,284.5416,8.0148,77.17664498
2/1/2016,17,84.3914,7.6699,22.92598925
2/1/2016,18,-1.1881,7.0585,0
2/1/2016,19,-2.6499,6.7341,0
2/1/2016,20,-2.6347,6.1334,0
2/1/2016,21,-2.6425,5.9602,0
2/1/2016,22,-2.5456,5.5099,0
2/1/2016,23,-2.6427,5.427,0
2/2/2016,0,-2.88,4.7526,0
2/2/2016,1,-2.6303,3.6654,0
2/2/2016,2,-2.463,3.1584,0
2/2/2016,3,-2.252,2.8796,0
2/2/2016,4,-2.5564,2.6198,0
2/2/2016,5,-2.3455,2.3395,0
2/2/2016,6,-2.4549,1.6382,0
2/2/2016,7,2.4877,1.6654,0.694486856
2/2/2016,8,133.0792,1.8385,37.12269236
2/2/2016,9,329.4415,2.9832,91.42693452
2/2/2016,10,493.3612,4.2306,136.1488201
2/2/2016,11,591.6926,5.2425,162.5361082
2/2/2016,12,653.7694,5.7166,179.2009711
2/2/2016,13,656.8153,6.33,179.5322521
2/2/2016,14,592.1946,6.9277,161.4265481
2/2/2016,15,461.3544,7.4916,125.4355717
2/2/2016,16,282.566,7.4974,76.82354959
2/2/2016,17,85.0125,7.1001,23.15526906
2/2/2016,18,-1.3211,6.7104,0
2/2/2016,19,-3.5585,5.9209,0
2/2/2016,20,-3.2097,5.5608,0
2/2/2016,21,-2.6554,4.9499,0
2/2/2016,22,-2.1557,4.2306,0
2/2/2016,23,-2.2685,3.4999,0
2/3/2016,0,-2.1325,2.8115,0
2/3/2016,1,-2.2036,2.3341,0
2/3/2016,2,-1.9163,2.1747,0
2/3/2016,3,-2.4201,2.0267,0
2/3/2016,4,-2.2452,1.2003,0
2/3/2016,5,-2.1093,1.4551,0
2/3/2016,6,-2.485,0.9681,0
2/3/2016,7,3.4415,0.674,0.965022411
2/3/2016,8,136.2881,1.4976,38.0758968
2/3/2016,9,335.2007,2.2377,93.33759862
2/3/2016,10,500.8906,3.3072,138.8047995
2/3/2016,11,619.4784,4.8007,170.5108876
2/3/2016,12,673.6335,5.9955,184.4109598
2/3/2016,13,663.7393,7.1942,180.7078365
2/3/2016,14,594.9613,8.1694,161.2572696
2/3/2016,15,461.3109,8.8952,124.6143747
2/3/2016,16,281.9486,9.0655,76.10303746
2/3/2016,17,84.5465,8.7583,22.85309861
2/3/2016,18,-1.4486,8.0074,0
2/3/2016,19,-3.1445,7.167,0
2/3/2016,20,-2.658,6.69,0
2/3/2016,21,-2.7347,6.0949,0
2/3/2016,22,-2.5624,6.038,0
2/3/2016,23,-2.3404,5.4018,0
2/4/2016,0,-2.2017,4.4408,0
2/4/2016,1,-2.1115,3.9792,0
2/4/2016,2,-1.1339,3.4293,0
2/4/2016,3,-2.1187,3.5547,0
2/4/2016,4,-2.3262,3.1769,0
2/4/2016,5,-2.1036,3.3617,0
2/4/2016,6,-2.6546,2.7989,0
2/4/2016,7,3.3164,2.2142,0.923558534
2/4/2016,8,134.2082,3.6099,37.14045852
2/4/2016,9,329.9491,5.2804,90.62035534
2/4/2016,10,490.1819,6.8248,133.6819176
2/4/2016,11,601.8665,8.3057,163.0262999
2/4/2016,12,661.276,8.7632,178.7402577
2/4/2016,13,658.8782,9.8803,177.1721009
2/4/2016,14,587.4272,11.0687,157.0863307
2/4/2016,15,468.7605,11.6007,125.0414532
2/4/2016,16,260.6397,11.8927,69.43027842
2/4/2016,17,57.4259,11.5577,15.32139522
2/4/2016,18,-2.3259,11.0532,0
2/4/2016,19,-3.1816,10.6953,0
2/4/2016,20,-2.5547,10.203,0
2/4/2016,21,-2.8532,9.3522,0
2/4/2016,22,-2.2581,9.1182,0
2/4/2016,23,-2.1805,8.759,0
2/5/2016,0,-2.3765,8.0883,0
2/5/2016,1,-2.3958,7.4311,0
2/5/2016,2,-2.5136,7.1165,0
2/5/2016,3,-2.2477,7.3954,0
2/5/2016,4,-2.4502,6.57,0
2/5/2016,5,-2.7352,6.4445,0
2/5/2016,6,-2.3534,6.244,0
2/5/2016,7,5.3078,5.5326,1.456111332
2/5/2016,8,139.018,6.458,37.9765897
2/5/2016,9,332.9089,7.9845,90.30798923
2/5/2016,10,498.9429,9.7313,134.2584868
2/5/2016,11,614.0155,11.2195,164.0806757
2/5/2016,12,674.8786,12.151,179.5590439
2/5/2016,13,667.7169,13.4238,176.5912555
2/5/2016,14,599.4381,14.4255,157.7829727
2/5/2016,15,471.6306,14.9558,123.8290901
2/5/2016,16,288.4846,15.5393,75.53273282
2/5/2016,17,94.4485,14.9005,24.80447828
2/5/2016,18,-0.146,13.9725,0
2/5/2016,19,-2.9827,12.8372,0
2/5/2016,20,-2.1809,12.4013,0
2/5/2016,21,-2.6856,11.9425,0
2/5/2016,22,-2.6685,10.3702,0
2/5/2016,23,-2.6559,9.5993,0
2/6/2016,0,-2.8179,8.7665,0
2/6/2016,1,-2.672,8.2037,0
2/6/2016,2,-1.7618,8.0801,0
2/6/2016,3,-2.6026,7.4879,0
2/6/2016,4,-2.1918,6.8621,0
2/6/2016,5,-2.7709,5.7019,0
2/6/2016,6,-2.4861,5.4178,0
2/6/2016,7,5.4777,5.0061,1.506325733
2/6/2016,8,140.6071,5.7132,38.54160127
2/6/2016,9,335.0762,8.0925,90.85067606
2/6/2016,10,499.1886,9.557,134.4333619
2/6/2016,11,615.8261,11.1368,164.6281755
2/6/2016,12,669.3504,12.6653,177.6578955
2/6/2016,13,661.3314,13.7602,174.6243908
2/6/2016,14,596.6363,14.8272,156.7459022
2/6/2016,15,463.9874,15.941,121.2509273
2/6/2016,16,282.9664,16.6092,73.70949309
2/6/2016,17,89.5469,16.4685,23.34168672
2/6/2016,18,-2.0221,15.3467,0
2/6/2016,19,-3.7551,14.2848,0
2/6/2016,20,-2.9224,13.4845,0
2/6/2016,21,-2.8509,12.3578,0
2/6/2016,22,-2.6847,11.6555,0
2/6/2016,23,-2.582,11.2633,0
2/7/2016,0,-2.9065,9.425,0
2/7/2016,1,-2.6001,9.263,0
2/7/2016,2,-2.2473,10.5787,0
2/7/2016,3,-2.546,9.9185,0
2/7/2016,4,-2.7011,9.1425,0
2/7/2016,5,-2.5365,9.5128,0
2/7/2016,6,-2.8444,8.6396,0
2/7/2016,7,6.3008,8.4685,1.705402094
2/7/2016,8,145.8486,9.069,39.36654256
2/7/2016,9,343.5931,10.934,91.93950068
2/7/2016,10,506.9592,13.5255,134.0111792
2/7/2016,11,618.0704,15.0743,162.1860767
2/7/2016,12,676.301,16.3852,176.3579973
2/7/2016,13,669.69,17.7237,173.5135817
2/7/2016,14,603.856,19.2502,155.304064
2/7/2016,15,474.5295,21.2083,120.8814669
2/7/2016,16,297.7355,22.081,75.52023741
2/7/2016,17,99.7719,21.6057,25.3662947
2/7/2016,18,-0.4987,20.6932,0
2/7/2016,19,-3.4693,19.7762,0
2/7/2016,20,-3.1728,18.0112,0
2/7/2016,21,-2.6637,17.1073,0
2/7/2016,22,-2.5739,16.2258,0
2/7/2016,23,-2.9323,15.1078,0
2/8/2016,0,-3.0908,13.3627,0
2/8/2016,1,-2.3224,14.119,0
2/8/2016,2,-2.7697,13.7655,0
2/8/2016,3,-2.5303,12.89,0
2/8/2016,4,-2.4666,12.8528,0
2/8/2016,5,-2.3683,12.283,0
2/8/2016,6,-2.4299,11.8178,0
2/8/2016,7,7.0843,11.414,1.891384125
2/8/2016,8,150.881,12.0067,40.17080262
2/8/2016,9,350.4775,13.4142,92.69507777
2/8/2016,10,516.8499,14.9578,135.7003626
2/8/2016,11,631.4473,16.4743,164.5912378
2/8/2016,12,688.3873,17.539,178.5168971
2/8/2016,13,676.5769,19.3678,173.9074955
2/8/2016,14,606.487,21.02,154.6390228
2/8/2016,15,482.0026,22.0895,122.2542357
2/8/2016,16,304.0412,22.7737,76.85640865
2/8/2016,17,102.9736,22.7583,26.0319449
2/8/2016,18,-1.3143,21.7747,0
2/8/2016,19,-2.8795,20.8473,0
2/8/2016,20,-2.8885,20.0038,0
2/8/2016,21,-2.8618,18.7817,0
2/8/2016,22,-2.7079,17.5093,0
2/8/2016,23,-2.7724,16.9675,0
2/9/2016,0,-3.1011,15.9143,0
2/9/2016,1,-2.8582,14.6505,0
2/9/2016,2,-2.9894,13.3557,0
2/9/2016,3,-2.8247,11.643,0
2/9/2016,4,-2.8275,11.6062,0
2/9/2016,5,-2.6373,11.5877,0
2/9/2016,6,-3.0095,10.3533,0
2/9/2016,7,7.9292,10.2967,2.128031758
2/9/2016,8,152.7751,11.7202,40.72980347
2/9/2016,9,352.2854,13.8138,92.99726868
2/9/2016,10,510.7068,16.4127,133.1586906
2/9/2016,11,625.1399,17.585,162.0792404
2/9/2016,12,686.4381,18.6463,177.0613022
2/9/2016,13,678.5047,20.0127,173.8560581
2/9/2016,14,611.0489,21.1245,155.722375
2/9/2016,15,481.4145,22.0062,122.1551984
2/9/2016,16,302.4346,22.7445,76.46132655
2/9/2016,17,104.1655,22.7355,26.33622847
2/9/2016,18,-2.7504,21.0438,0
2/9/2016,19,-3.975,19.7478,0
2/9/2016,20,-3.339,18.6672,0
2/9/2016,21,-3.7668,17.1855,0
2/9/2016,22,-2.8286,15.4293,0
2/9/2016,23,-3.3533,14.4178,0
2/10/2016,0,-3.043,13.321,0
2/10/2016,1,-3.0055,12.3992,0
2/10/2016,2,-2.263,12.5632,0
2/10/2016,3,-2.5132,11.9702,0
2/10/2016,4,-2.8845,11.1367,0
2/10/2016,5,-2.4794,10.3933,0
2/10/2016,6,-2.3208,9.4255,0
2/10/2016,7,5.2055,9.1707,1.404374276
2/10/2016,8,148.3476,11.0725,39.669539
2/10/2016,9,270.8294,12.6822,71.87737798
2/10/2016,10,492.8134,15.0863,129.3103553
2/10/2016,11,638.1303,16.1962,166.5550394
2/10/2016,12,684.3788,18.2493,176.869745
2/10/2016,13,687.4268,20.0733,176.090132
2/10/2016,14,618.4368,21.0472,157.6648962
2/10/2016,15,488.6845,21.9055,124.0614177
2/10/2016,16,309.4069,22.3812,78.36456849
2/10/2016,17,107.6773,22.2753,27.28606042
2/10/2016,18,-1.8975,20.6123,0
2/10/2016,19,-4.0232,18.9582,0
2/10/2016,20,-3.5164,18.2202,0
2/10/2016,21,-3.5859,16.459,0
2/10/2016,22,-3.2478,15.1865,0
2/10/2016,23,-3.1474,14.2767,0
2/11/2016,0,-2.6502,13.0308,0
2/11/2016,1,-2.874,12.3318,0
2/11/2016,2,-3.0346,11.6005,0
2/11/2016,3,-2.6715,10.9072,0
2/11/2016,4,-2.731,10.177,0
2/11/2016,5,-2.7012,10.3155,0
2/11/2016,6,-2.6405,9.4462,0
2/11/2016,7,12.2796,9.4957,3.307883253
2/11/2016,8,129.5583,10.8777,34.67665148
2/11/2016,9,359.2267,12.8672,95.25470713
2/11/2016,10,523.4277,15.4893,137.0796298
2/11/2016,11,637.2581,17.9348,164.9424699
2/11/2016,12,704.0461,19.1273,181.1798394
2/11/2016,13,689.406,20.4738,176.2519868
2/11/2016,14,624.324,21.953,158.458894
2/11/2016,15,500.7607,22.8723,126.5220107
2/11/2016,16,323.1337,23.3487,81.45041335
2/11/2016,17,101.3082,23.0882,25.56915127
2/11/2016,18,-1.1691,21.5365,0
2/11/2016,19,-4.3325,20.0145,0
2/11/2016,20,-3.6326,18.6197,0
2/11/2016,21,-3.3307,16.7115,0
2/11/2016,22,-3.4775,14.941,0
2/11/2016,23,-3.466,14.3275,0
2/12/2016,0,-2.8069,13.1248,0
2/12/2016,1,-2.8672,12.0888,0
2/12/2016,2,-2.9661,11.7557,0
2/12/2016,3,-2.9043,10.9023,0
2/12/2016,4,-2.9164,10.3308,0
2/12/2016,5,-2.833,9.898,0
2/12/2016,6,-2.5257,9.4648,0
2/12/2016,7,11.2138,9.131,3.02588974
2/12/2016,8,164.5453,10.5708,44.1041463
2/12/2016,9,366.5279,12.2102,97.49174817
2/12/2016,10,527.5157,15.3663,138.231335
2/12/2016,11,642.8668,17.8018,166.5010547
2/12/2016,12,701.2303,19.408,180.2091748
2/12/2016,13,697.1381,20.8953,177.8614534
2/12/2016,14,626.7957,22.2342,158.8659144
2/12/2016,15,505.5356,23.1485,127.553899
2/12/2016,16,303.6532,23.6385,76.43007979
2/12/2016,17,109.6084,23.3612,27.62663281
2/12/2016,18,-0.9911,21.6132,0
2/12/2016,19,-4.1181,20.4115,0
2/12/2016,20,-3.702,18.992,0
2/12/2016,21,-3.5313,17.1653,0
2/12/2016,22,-3.5303,15.9533,0
2/12/2016,23,-3.0923,14.7955,0
2/13/2016,0,-2.7722,13.7982,0
2/13/2016,1,-2.9061,13.2752,0
2/13/2016,2,-2.5769,11.9848,0
2/13/2016,3,-2.8547,11.4632,0
2/13/2016,4,-2.8246,10.8492,0
2/13/2016,5,-2.7471,9.8107,0
2/13/2016,6,-2.8584,9.4083,0
2/13/2016,7,10.7767,9.3922,2.904425723
2/13/2016,8,170.9041,11.002,45.71641949
2/13/2016,9,370.5082,13.9493,97.74501871
2/13/2016,10,534.6408,15.3417,140.1148515
2/13/2016,11,626.1764,17.6708,162.2808151
2/13/2016,12,720.3307,19.7862,184.7772503
2/13/2016,13,733.8989,21.5432,186.6459021
2/13/2016,14,646.4035,22.485,163.633006
2/13/2016,15,465.9256,23.267,117.4907113
2/13/2016,16,318.9248,24.2193,80.04243074
2/13/2016,17,113.0907,24.1673,28.39038828
2/13/2016,18,-1.4555,22.603,0
2/13/2016,19,-4.0274,21.738,0
2/13/2016,20,-3.9194,20.2033,0
2/13/2016,21,-3.6953,18.0373,0
2/13/2016,22,-3.1364,17.3348,0
2/13/2016,23,-2.7566,17.4403,0
2/14/2016,0,-3.668,16.4958,0
2/14/2016,1,-3.6199,15.0607,0
2/14/2016,2,-3.5009,13.7408,0
2/14/2016,3,-2.9244,14.2508,0
2/14/2016,4,-3.518,13.2342,0
2/14/2016,5,-3.3441,12.9335,0
2/14/2016,6,-3.2996,12.343,0
2/14/2016,7,13.6302,10.891,3.647935615
2/14/2016,8,150.7857,11.4303,40.25407089
2/14/2016,9,375.5634,14.5197,98.81087138
2/14/2016,10,539.826,17.0668,140.3096845
2/14/2016,11,591.8091,18.0335,153.1058226
2/14/2016,12,567.6736,19.5592,145.7791482
2/14/2016,13,340.2842,20.3395,87.05341814
2/14/2016,14,296.182,21.1545,75.46920985
2/14/2016,15,314.8476,22.7167,79.61051441
2/14/2016,16,179.3835,23.1487,45.26099084
2/14/2016,17,98.4771,22.9565,24.87082244
2/14/2016,18,2.3167,22.037,0.587755478
2/14/2016,19,-3.2783,21.672,0
2/14/2016,20,-2.9562,21.3513,0
2/14/2016,21,-2.7234,21.3637,0
2/14/2016,22,-2.7937,21.2277,0
2/14/2016,23,-2.9193,20.6988,0
2/15/2016,0,-2.9622,20.1333,0
2/15/2016,1,-2.7376,19.9578,0
2/15/2016,2,-2.9488,19.062,0
2/15/2016,3,-2.8118,17.0632,0
2/15/2016,4,-2.2835,16.6542,0
2/15/2016,5,-2.3542,16.2843,0
2/15/2016,6,-2.4073,16.052,0
2/15/2016,7,10.6369,15.5752,2.784538319
2/15/2016,8,171.6473,16.0777,44.82618588
2/15/2016,9,373.5133,17.2225,97.00957461
2/15/2016,10,537.3785,18.3033,138.8429533
2/15/2016,11,652.8188,19.4833,167.7064568
2/15/2016,12,712.7902,21.0668,181.701983
2/15/2016,13,632.0782,22.5567,159.9499958
2/15/2016,14,655.0223,23.7267,164.7981249
2/15/2016,15,478.415,24.5853,119.8517484
2/15/2016,16,356.911,25.1695,89.15212948
2/15/2016,17,164.4188,24.973,41.11024913
2/15/2016,18,3.2488,23.8427,0.816899795
2/15/2016,19,-3.0847,22.8128,0
2/15/2016,20,-3.5431,21.6368,0
2/15/2016,21,-3.0937,20.4577,0
2/15/2016,22,-2.6076,20.2705,0
2/15/2016,23,-3.3073,19.2377,0
2/16/2016,0,-2.9766,18.2075,0
2/16/2016,1,-3.0832,17.1537,0
2/16/2016,2,-3.1357,16.7567,0
2/16/2016,3,-3.1274,16.0262,0
2/16/2016,4,-3.6181,15.6227,0
2/16/2016,5,-3.152,13.779,0
2/16/2016,6,-2.9029,12.5343,0
2/16/2016,7,12.0411,12.6092,3.196773577
2/16/2016,8,181.9205,14.7283,47.815916
2/16/2016,9,386.6569,16.4663,100.7887425
2/16/2016,10,555.1082,17.6512,143.8762739
2/16/2016,11,665.2173,19.5023,170.8757814
2/16/2016,12,721.1681,21.0305,183.870371
2/16/2016,13,714.6867,22.0372,181.3185172
2/16/2016,14,644.1805,23.4825,162.2670549
2/16/2016,15,519.1931,24.2617,130.2774253
2/16/2016,16,336.3902,25.0458,84.07829166
2/16/2016,17,133.054,25.2787,33.21714731
2/16/2016,18,-0.2871,23.4648,0
2/16/2016,19,-4.5422,21.8642,0
2/16/2016,20,-3.7789,20.7595,0
2/16/2016,21,-3.0205,18.95,0
2/16/2016,22,-3.547,17.5437,0
2/16/2016,23,-3.3173,16.5822,0
2/17/2016,0,-2.6689,15.8078,0
2/17/2016,1,-2.8921,13.8427,0
2/17/2016,2,-3.1492,13.5162,0
2/17/2016,3,-2.7484,13.372,0
2/17/2016,4,-2.6287,12.3045,0
2/17/2016,5,-2.2601,11.8483,0
2/17/2016,6,-2.5236,11.4153,0
2/17/2016,7,16.1654,11.285,4.318485576
2/17/2016,8,126.3455,12.6193,33.54168216
2/17/2016,9,345.1369,14.5965,90.77251467
2/17/2016,10,543.5548,17.3983,141.0536257
2/17/2016,11,685.3135,18.0488,177.283064
2/17/2016,12,714.6498,19.9403,183.182342
2/17/2016,13,701.999,22.2705,177.8948828
2/17/2016,14,641.4667,24.2282,160.98553
2/17/2016,15,486.7927,26.0543,121.0566431
2/17/2016,16,179.3232,26.8005,44.42721072
2/17/2016,17,59.5953,26.1537,14.81288113
2/17/2016,18,0.0971,25.5437,0.024209008
2/17/2016,19,-2.0904,25.325,0
2/17/2016,20,-1.451,23.4647,0
2/17/2016,21,-1.4354,20.8385,0
2/17/2016,22,-2.3975,17.0287,0
2/17/2016,23,-2.8954,15.9643,0
2/18/2016,0,-1.1646,15.1023,0
2/18/2016,1,-1.1729,15.0118,0
2/18/2016,2,-1.0003,15.2773,0
2/18/2016,3,-0.8836,15.809,0
2/18/2016,4,-0.9162,16.3572,0
2/18/2016,5,-1.7425,17.2273,0
2/18/2016,6,-1.5844,15.8708,0
2/18/2016,7,4.5959,16.2817,1.199060544
2/18/2016,8,176.1258,16.351,45.93559006
2/18/2016,9,389.2126,17.3225,101.0383747
2/18/2016,10,407.5482,17.4733,105.7214163
2/18/2016,11,691.9168,18.3188,178.7577432
2/18/2016,12,433.86,18.2213,112.1412585
2/18/2016,13,333.0913,16.9572,86.62155838
2/18/2016,14,679.6904,18.2278,175.6763492
2/18/2016,15,541.7388,19.2475,139.3301406
2/18/2016,16,335.045,19.296,86.15012085
2/18/2016,17,144.1264,18.8333,37.14258034
2/18/2016,18,5.4647,17.8677,1.41489485
2/18/2016,19,-3.7031,17.0382,0
2/18/2016,20,-4.0847,16.1893,0
